"State","Land Use & Land Use Change Categories","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Minnesota","Total Forest Land Converted to Land",19.11,19.11,19.11,19.15,19.15,19.15,19.15,19.15,19.22,19.22,19.22,19.22,19.22,19.31,19.31,19.31,19.31,19.31,19.48,19.48,19.48,19.48,19.48,19.86,19.86,19.86,19.86,19.86,20.02,20.02,20.02,20.02,20.02
"Minnesota","FC",5.65,5.65,5.65,5.59,5.59,5.59,5.59,5.59,5.53,5.53,5.53,5.53,5.53,5.46,5.46,5.46,5.46,5.46,5.38,5.38,5.38,5.38,5.38,5.3,5.3,5.3,5.3,5.3,5.34,5.34,5.34,5.34,5.34
"Minnesota","FG",0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.15,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41
"Minnesota","FO",1.45,1.45,1.45,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.39,1.39,1.39,1.39,1.39,1.4,1.4,1.4,1.4,1.4
"Minnesota","FS",4.31,4.31,4.31,4.44,4.44,4.44,4.44,4.44,4.59,4.59,4.59,4.59,4.59,4.77,4.77,4.77,4.77,4.77,5,5,5,5,5,5.27,5.27,5.27,5.27,5.27,5.32,5.32,5.32,5.32,5.32
"Minnesota","FW",7.6,7.6,7.6,7.59,7.59,7.59,7.59,7.59,7.57,7.57,7.57,7.57,7.57,7.55,7.55,7.55,7.55,7.55,7.52,7.52,7.52,7.52,7.52,7.49,7.49,7.49,7.49,7.49,7.55,7.55,7.55,7.55,7.55
"Mississippi","Total Forest Land",7912.53,7909.53,7906.53,7903.43,7900.34,7897.24,7894.15,7891.05,7887.96,7884.86,7880.49,7876.11,7871.74,7867.36,7862.99,7858.61,7854.02,7849.43,7844.83,7840.24,7835.65,7831.06,7826.46,7819.83,7813.19,7806.56,7799.93,7793.29,7786.66,7780.94,7775.22,7769.51,7763.79
"Mississippi","FF",7887.79,7884.79,7881.79,7882.29,7879.19,7876.1,7873,7869.91,7866.81,7863.72,7855.9,7851.53,7847.15,7842.78,7838.4,7834.03,7833.04,7828.44,7823.85,7819.26,7814.67,7810.07,7805.48,7795.48,7788.85,7782.21,7775.58,7768.94,7762.31,7760.25,7754.53,7748.81,7743.1
"Mississippi","Total Land Converted to Forest Land",24.74,24.74,24.74,21.15,21.15,21.15,21.15,21.15,21.15,21.15,24.58,24.58,24.58,24.58,24.58,24.58,20.98,20.98,20.98,20.98,20.98,20.98,20.98,24.35,24.35,24.35,24.35,24.35,24.35,20.69,20.69,20.69,20.69
"Mississippi","CF",17.2,17.2,17.2,14.7,14.7,14.7,14.7,14.7,14.7,14.7,17.09,17.09,17.09,17.09,17.09,17.09,14.59,14.59,14.59,14.59,14.59,14.59,14.59,16.93,16.93,16.93,16.93,16.93,16.93,14.26,14.26,14.26,14.26
"Mississippi","GF",1.23,1.23,1.23,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.23,1.23,1.23,1.23,1.23,1.23,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.22,1.22,1.22,1.22,1.22,1.22,0.83,0.83,0.83,0.83
"Mississippi","OF",0.59,0.59,0.59,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.58,0.58,0.58,0.58,0.58,0.58,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.58,0.58,0.58,0.58,0.58,0.58,0.55,0.55,0.55,0.55
"Mississippi","SF",5.72,5.72,5.72,4.89,4.89,4.89,4.89,4.89,4.89,4.89,5.68,5.68,5.68,5.68,5.68,5.68,4.85,4.85,4.85,4.85,4.85,4.85,4.85,5.63,5.63,5.63,5.63,5.63,5.63,5.06,5.06,5.06,5.06
"Mississippi","WF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mississippi","Total Forest Land Converted to Land",27.74,27.74,27.74,24.24,24.24,24.24,24.24,24.24,24.24,24.24,28.96,28.96,28.96,28.96,28.96,28.96,25.57,25.57,25.57,25.57,25.57,25.57,25.57,30.98,30.98,30.98,30.98,30.98,30.98,26.41,26.41,26.41,26.41
"Mississippi","FC",13.71,13.71,13.71,11.64,11.64,11.64,11.64,11.64,11.64,11.64,13.42,13.42,13.42,13.42,13.42,13.42,11.35,11.35,11.35,11.35,11.35,11.35,11.35,13.04,13.04,13.04,13.04,13.04,13.04,11.11,11.11,11.11,11.11
"Mississippi","FG",1.38,1.38,1.38,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.42,1.42,1.42,1.42,1.42,1.42,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.6,1.6,1.6,1.6,1.6,1.6,1.36,1.36,1.36,1.36
"Mississippi","FO",1.68,1.68,1.68,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.89,1.89,1.89,1.89,1.89,1.89,1.76,1.76,1.76,1.76,1.76,1.76,1.76,2.53,2.53,2.53,2.53,2.53,2.53,2.16,2.16,2.16,2.16
"Mississippi","FS",10.81,10.81,10.81,9.67,9.67,9.67,9.67,9.67,9.67,9.67,11.8,11.8,11.8,11.8,11.8,11.8,10.62,10.62,10.62,10.62,10.62,10.62,10.62,13.05,13.05,13.05,13.05,13.05,13.05,11.12,11.12,11.12,11.12
"Mississippi","FW",0.17,0.17,0.17,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.41,0.41,0.41,0.41,0.41,0.41,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.77,0.77,0.77,0.77,0.77,0.77,0.65,0.65,0.65,0.65
"Missouri","Total Forest Land",6245.3,6243.94,6242.58,6241.22,6239.75,6238.29,6236.82,6235.36,6233.89,6232.43,6230.82,6229.21,6227.6,6225.99,6224.38,6222.77,6220.95,6219.12,6217.29,6215.47,6213.64,6211.81,6209.62,6207.43,6205.24,6203.05,6200.86,6198.67,6196.89,6195.12,6193.34,6191.56,6189.79
"Missouri","FF",6219.9,6218.54,6217.18,6215.82,6214.38,6212.91,6211.45,6209.98,6208.52,6207.05,6205.47,6203.86,6202.25,6200.65,6199.04,6197.43,6195.63,6193.81,6191.98,6190.16,6188.33,6186.5,6184.35,6182.16,6179.97,6177.78,6175.59,6173.4,6171.26,6169.48,6167.7,6165.93,6164.15
"Missouri","Total Land Converted to Forest Land",25.4,25.4,25.4,25.4,25.37,25.37,25.37,25.37,25.37,25.37,25.35,25.35,25.35,25.35,25.35,25.35,25.31,25.31,25.31,25.31,25.31,25.31,25.27,25.27,25.27,25.27,25.27,25.27,25.64,25.64,25.64,25.64,25.64
"Missouri","CF",19.29,19.29,19.29,19.29,19.27,19.27,19.27,19.27,19.27,19.27,19.25,19.25,19.25,19.25,19.25,19.25,19.23,19.23,19.23,19.23,19.23,19.23,19.2,19.2,19.2,19.2,19.2,19.2,19.1,19.1,19.1,19.1,19.1
"Missouri","GF",0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.58,0.58,0.58,0.58,0.58
"Missouri","OF",1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.21,1.21,1.21,1.21,1.21
"Missouri","SF",4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.12,4.12,4.12,4.12,4.12,4.12,4.23,4.23,4.23,4.23,4.23
"Missouri","WF",0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.52,0.52,0.52,0.52,0.52
"Missouri","Total Forest Land Converted to Land",26.76,26.76,26.76,26.76,26.84,26.84,26.84,26.84,26.84,26.84,26.95,26.95,26.95,26.95,26.95,26.95,27.14,27.14,27.14,27.14,27.14,27.14,27.46,27.46,27.46,27.46,27.46,27.46,27.41,27.41,27.41,27.41,27.41
"Missouri","FC",21.81,21.81,21.81,21.81,21.75,21.75,21.75,21.75,21.75,21.75,21.68,21.68,21.68,21.68,21.68,21.68,21.58,21.58,21.58,21.58,21.58,21.58,21.46,21.46,21.46,21.46,21.46,21.46,21.43,21.43,21.43,21.43,21.43
"Missouri","FG",0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.43,0.43,0.43,0.43,0.43,0.43,0.47,0.47,0.47,0.47,0.47,0.47,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
"Missouri","FO",1.41,1.41,1.41,1.41,1.49,1.49,1.49,1.49,1.49,1.49,1.61,1.61,1.61,1.61,1.61,1.61,1.78,1.78,1.78,1.78,1.78,1.78,2.02,2.02,2.02,2.02,2.02,2.02,2.01,2.01,2.01,2.01,2.01
"Missouri","FS",3.12,3.12,3.12,3.12,3.17,3.17,3.17,3.17,3.17,3.17,3.22,3.22,3.22,3.22,3.22,3.22,3.29,3.29,3.29,3.29,3.29,3.29,3.38,3.38,3.38,3.38,3.38,3.38,3.37,3.37,3.37,3.37,3.37
"Missouri","FW",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
"Montana","Total Forest Land",9707,9719.86,9732.72,9745.58,9758.43,9771.29,9784.15,9796.6,9809.05,9821.5,9833.95,9846.41,9858.86,9871.31,9883.76,9896.21,9908.67,9920.33,9932,9943.67,9955.33,9967,9978.67,9990.33,10002,10013.67,10025.33,10032.64,10039.95,10047.26,10054.57,10061.87,10069.18
"Montana","FF",9682.25,9695.11,9707.97,9720.82,9733.68,9746.54,9759.4,9771.63,9784.08,9796.53,9808.98,9821.43,9833.89,9846.34,9858.79,9871.24,9883.69,9895.17,9906.84,9918.51,9930.17,9941.84,9953.51,9965.17,9976.84,9988.51,10000.17,10011.78,10019.09,10026.39,10033.7,10041.01,10048.32
"Montana","Total Land Converted to Forest Land",24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.97,24.97,24.97,24.97,24.97,24.97,24.97,24.97,24.97,24.97,25.16,25.16,25.16,25.16,25.16,25.16,25.16,25.16,25.16,25.16,20.86,20.86,20.86,20.86,20.86,20.86
"Montana","CF",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09
"Montana","GF",18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.82,18.82,18.82,18.82,18.82,18.82,18.82,18.82,18.82,18.82,19,19,19,19,19,19,19,19,19,19,19.75,19.75,19.75,19.75,19.75,19.75
"Montana","OF",5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.89,5.89,5.89,5.89,5.89,5.89,5.89,5.89,5.89,5.89,0.83,0.83,0.83,0.83,0.83,0.83
"Montana","SF",0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.19
"Montana","WF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montana","Total Forest Land Converted to Land",11.89,11.89,11.89,11.89,11.89,11.89,11.89,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.56,13.56,13.56,13.56,13.56,13.56
"Montana","FC",0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
"Montana","FG",8.88,8.88,8.88,8.88,8.88,8.88,8.88,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38,10.16,10.16,10.16,10.16,10.16,10.16,10.16,10.16,10.16,10.16,10.2,10.2,10.2,10.2,10.2,10.2
"Montana","FO",1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.39,1.39,1.39,1.39,1.39,1.39
"Montana","FS",1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59
"Montana","FW",0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
"Montana","Total Woodlands Remaining Woodlands",160.32,162.54,164.75,166.97,169.18,171.4,173.61,175.81,179.31,182.81,186.31,189.81,193.31,196.81,200.31,203.81,207.31,210.8,216.37,221.94,227.5,233.07,238.63,244.2,249.76,255.33,260.9,265.31,267.98,270.66,273.33,276.01,278.68
"Nebraska","Total Forest Land",676.03,671.87,667.7,663.54,659.16,654.78,650.41,646.03,641.66,637.28,632.79,628.29,623.8,619.31,614.81,610.32,605.89,601.47,597.04,592.61,588.18,583.75,579.72,575.69,571.65,567.62,563.59,559.55,555.71,551.88,548.04,544.2,540.36
"Nebraska","FF",668,663.84,659.67,655.51,651.47,647.09,642.71,638.34,633.96,629.59,625.44,620.94,616.45,611.96,607.47,602.97,598.89,594.46,590.03,585.6,581.17,576.75,573.02,568.99,564.96,560.92,556.89,552.85,549.31,545.47,541.63,537.79,533.96
"Nebraska","Total Land Converted to Forest Land",8.03,8.03,8.03,8.03,7.69,7.69,7.69,7.69,7.69,7.69,7.35,7.35,7.35,7.35,7.35,7.35,7.01,7.01,7.01,7.01,7.01,7.01,6.7,6.7,6.7,6.7,6.7,6.7,6.41,6.41,6.41,6.41,6.41
"Nebraska","CF",3.64,3.64,3.64,3.64,3.48,3.48,3.48,3.48,3.48,3.48,3.32,3.32,3.32,3.32,3.32,3.32,3.16,3.16,3.16,3.16,3.16,3.16,3.02,3.02,3.02,3.02,3.02,3.02,3.44,3.44,3.44,3.44,3.44
"Nebraska","GF",3.24,3.24,3.24,3.24,3.1,3.1,3.1,3.1,3.1,3.1,2.96,2.96,2.96,2.96,2.96,2.96,2.82,2.82,2.82,2.82,2.82,2.82,2.69,2.69,2.69,2.69,2.69,2.69,2.13,2.13,2.13,2.13,2.13
"Nebraska","OF",0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.57,0.57,0.57,0.57,0.57,0.57,0.55,0.55,0.55,0.55,0.55,0.55,0.53,0.53,0.53,0.53,0.53,0.53,0.39,0.39,0.39,0.39,0.39
"Nebraska","SF",0.55,0.55,0.55,0.55,0.53,0.53,0.53,0.53,0.53,0.53,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.48,0.48,0.48,0.48,0.48,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
"Nebraska","WF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nebraska","Total Forest Land Converted to Land",12.19,12.19,12.19,12.19,12.07,12.07,12.07,12.07,12.07,12.07,11.84,11.84,11.84,11.84,11.84,11.84,11.44,11.44,11.44,11.44,11.44,11.44,10.73,10.73,10.73,10.73,10.73,10.73,10.25,10.25,10.25,10.25,10.25
"Nebraska","FC",3.84,3.84,3.84,3.84,3.98,3.98,3.98,3.98,3.98,3.98,4.2,4.2,4.2,4.2,4.2,4.2,4.57,4.57,4.57,4.57,4.57,4.57,5.2,5.2,5.2,5.2,5.2,5.2,4.97,4.97,4.97,4.97,4.97
"Nebraska","FG",7.47,7.47,7.47,7.47,7.22,7.22,7.22,7.22,7.22,7.22,6.78,6.78,6.78,6.78,6.78,6.78,6.05,6.05,6.05,6.05,6.05,6.05,4.8,4.8,4.8,4.8,4.8,4.8,4.58,4.58,4.58,4.58,4.58
"Nebraska","FO",0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1
"Nebraska","FS",0.57,0.57,0.57,0.57,0.58,0.58,0.58,0.58,0.58,0.58,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.56,0.56,0.56,0.56,0.56
"Nebraska","FW",0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.12,0.09,0.09,0.09,0.09,0.09,0.09,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
"Nevada","Total Forest Land",2269.48,2280.34,2291.2,2302.06,2312.92,2323.78,2334.64,2345.5,2356.37,2370.46,2384.56,2398.66,2412.75,2426.85,2440.95,2455.05,2469.14,2483.24,2499.8,2516.35,2532.9,2549.46,2566.01,2582.57,2599.12,2615.68,2632.23,2643.81,2655.39,2666.96,2678.54,2690.12,2701.7
"Nevada","FF",2243.82,2254.68,2265.54,2276.4,2287.26,2298.13,2308.99,2319.85,2330.71,2340.39,2354.49,2368.59,2382.69,2396.78,2410.88,2424.98,2439.07,2453.17,2467.89,2484.45,2501,2517.56,2534.11,2550.67,2567.22,2583.78,2600.33,2617.57,2629.14,2640.72,2652.3,2663.88,2675.45
"Nevada","Total Land Converted to Forest Land",25.66,25.66,25.66,25.66,25.66,25.66,25.66,25.66,25.66,30.07,30.07,30.07,30.07,30.07,30.07,30.07,30.07,30.07,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,26.24,26.24,26.24,26.24,26.24,26.24
"Nevada","CF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nevada","GF",25.21,25.21,25.21,25.21,25.21,25.21,25.21,25.21,25.21,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,31.34,31.34,31.34,31.34,31.34,31.34,31.34,31.34,31.34,26.24,26.24,26.24,26.24,26.24,26.24
"Nevada","OF",0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0,0,0,0,0,0
"Nevada","SF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nevada","WF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nevada","Total Forest Land Converted to Land",14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,15.97,15.97,15.97,15.97,15.97,15.97,15.97,15.97,15.97,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,14.66,14.66,14.66,14.66,14.66,14.66
"Nevada","FC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nevada","FG",14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,15.97,15.97,15.97,15.97,15.97,15.97,15.97,15.97,15.97,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,14.66,14.66,14.66,14.66,14.66,14.66
"Nevada","FO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nevada","FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nevada","FW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nevada","Total Woodlands Remaining Woodlands",1930.25,1922.79,1915.32,1907.86,1900.4,1892.93,1885.47,1878.01,1870.54,1858.09,1846.79,1835.49,1824.2,1812.9,1801.6,1790.3,1779,1767.7,1754.72,1739.67,1724.63,1709.58,1694.53,1679.48,1664.43,1649.39,1634.34,1625.87,1612.02,1598.17,1584.33,1570.48,1556.64
"New Hampshire","Total Forest Land",1964.28,1962.41,1960.54,1958.67,1956.6,1954.53,1952.45,1950.38,1948.31,1946.24,1943.88,1941.53,1939.18,1936.83,1934.47,1932.12,1929.35,1926.58,1923.81,1921.04,1918.27,1915.5,1912.57,1909.65,1906.72,1903.79,1900.87,1897.94,1895.11,1892.27,1889.44,1886.61,1883.77
"New Hampshire","FF",1962.51,1960.64,1958.77,1956.91,1954.85,1952.77,1950.7,1948.63,1946.56,1944.48,1942.15,1939.79,1937.44,1935.09,1932.74,1930.39,1927.63,1924.86,1922.09,1919.32,1916.55,1913.78,1910.87,1907.95,1905.02,1902.09,1899.17,1896.24,1893.37,1890.53,1887.7,1884.87,1882.03
"New Hampshire","Total Land Converted to Forest Land",1.77,1.77,1.77,1.77,1.75,1.75,1.75,1.75,1.75,1.75,1.74,1.74,1.74,1.74,1.74,1.74,1.72,1.72,1.72,1.72,1.72,1.72,1.7,1.7,1.7,1.7,1.7,1.7,1.74,1.74,1.74,1.74,1.74
"New Hampshire","CF",0.56,0.56,0.56,0.56,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.54,0.54,0.54,0.54,0.54,0.54,0.53,0.53,0.53,0.53,0.53,0.53,0.55,0.55,0.55,0.55,0.55
"New Hampshire","GF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"New Hampshire","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"New Hampshire","SF",1.2,1.2,1.2,1.2,1.19,1.19,1.19,1.19,1.19,1.19,1.18,1.18,1.18,1.18,1.18,1.18,1.17,1.17,1.17,1.17,1.17,1.17,1.16,1.16,1.16,1.16,1.16,1.16,1.18,1.18,1.18,1.18,1.18
"New Hampshire","WF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Hampshire","Total Forest Land Converted to Land",3.63,3.63,3.63,3.63,3.83,3.83,3.83,3.83,3.83,3.83,4.09,4.09,4.09,4.09,4.09,4.09,4.49,4.49,4.49,4.49,4.49,4.49,4.63,4.63,4.63,4.63,4.63,4.63,4.57,4.57,4.57,4.57,4.57
"New Hampshire","FC",0.67,0.67,0.67,0.67,0.7,0.7,0.7,0.7,0.7,0.7,0.72,0.72,0.72,0.72,0.72,0.72,0.75,0.75,0.75,0.75,0.75,0.75,0.77,0.77,0.77,0.77,0.77,0.77,0.76,0.76,0.76,0.76,0.76
"New Hampshire","FG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Hampshire","FO",0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
"New Hampshire","FS",1.87,1.87,1.87,1.87,1.9,1.9,1.9,1.9,1.9,1.9,1.94,1.94,1.94,1.94,1.94,1.94,1.98,1.98,1.98,1.98,1.98,1.98,2.03,2.03,2.03,2.03,2.03,2.03,2,2,2,2,2
"New Hampshire","FW",1.06,1.06,1.06,1.06,1.19,1.19,1.19,1.19,1.19,1.19,1.39,1.39,1.39,1.39,1.39,1.39,1.73,1.73,1.73,1.73,1.73,1.73,1.8,1.8,1.8,1.8,1.8,1.8,1.78,1.78,1.78,1.78,1.78
"New Jersey","Total Forest Land",812.43,812.23,812.04,811.86,811.68,811.5,811.32,811.16,811,810.85,810.69,810.54,810.43,810.33,810.22,810.12,810.02,809.91,809.83,809.74,809.66,809.57,809.49,809.48,809.46,809.45,809.44,809.43,809.35,809.27,809.19,809.11,809.03
"New Jersey","FF",810.79,810.58,810.38,810.2,810.02,809.84,809.65,809.48,809.32,809.17,809.01,808.86,809.01,808.91,808.81,808.7,808.6,808.49,808.1,808.02,807.93,807.85,807.76,807.73,807.71,807.7,807.69,807.68,807.68,807.59,807.51,807.43,807.35
"New Jersey","Total Land Converted to Forest Land",1.64,1.64,1.66,1.66,1.66,1.66,1.66,1.68,1.68,1.68,1.68,1.68,1.42,1.42,1.42,1.42,1.42,1.42,1.73,1.73,1.73,1.73,1.73,1.75,1.75,1.75,1.75,1.75,1.68,1.68,1.68,1.68,1.68
"New Jersey","CF",0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.38,0.38,0.38,0.38,0.38,0.38,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.45,0.47,0.47,0.47,0.47,0.47
"New Jersey","GF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Jersey","OF",0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02
"New Jersey","SF",0.73,0.73,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.61,0.61,0.61,0.61,0.61,0.61,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
"New Jersey","WF",0.41,0.41,0.43,0.43,0.43,0.43,0.43,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.53,0.53,0.53,0.53,0.53,0.44,0.44,0.44,0.44,0.44
"New Jersey","Total Forest Land Converted to Land",1.85,1.85,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.52,1.52,1.52,1.52,1.52,1.52,1.81,1.81,1.81,1.81,1.81,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76
"New Jersey","FC",0.23,0.23,0.24,0.24,0.24,0.24,0.24,0.25,0.25,0.25,0.25,0.25,0.21,0.21,0.21,0.21,0.21,0.21,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
"New Jersey","FG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Jersey","FO",0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.17,0.17,0.17,0.17,0.14,0.14,0.14,0.14,0.14,0.14,0.17,0.17,0.17,0.17,0.17,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
