"State","Land Use & Land Use Change Categories","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Utah","FC",0.78,0.78,0.78,0.78,0.78,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
"Utah","FG",24.92,24.92,24.92,24.92,24.92,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.03,24.03,24.03,24.03,24.03,24.03,24.03,24.03,24.03,24.03,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75
"Utah","FO",0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
"Utah","FS",0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78
"Utah","FW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Utah","Total Woodlands Remaining Woodlands",2879.53,2873.62,2867.71,2861.8,2855.89,2848.93,2840.76,2832.58,2824.4,2816.22,2808.04,2799.87,2791.69,2783.51,2775.33,2765.87,2754.73,2743.59,2732.45,2721.31,2710.17,2699.03,2687.88,2676.74,2665.6,2656.6,2642.99,2629.39,2615.79,2602.19,2588.58,2574.98,2561.38
"Vermont","Total Forest Land",1912.29,1909.4,1906.52,1903.63,1900.53,1897.44,1894.34,1891.25,1888.16,1885.06,1881.74,1878.43,1875.11,1871.79,1868.48,1865.16,1861.63,1858.09,1854.56,1851.02,1847.49,1843.96,1840.3,1836.64,1832.99,1829.33,1825.67,1822.02,1818.37,1814.73,1811.08,1807.43,1803.79
"Vermont","FF",1910.84,1907.96,1905.07,1902.18,1899.1,1896.01,1892.91,1889.82,1886.72,1883.63,1880.33,1877.01,1873.69,1870.38,1867.06,1863.74,1860.22,1856.69,1853.16,1849.62,1846.09,1842.55,1838.92,1835.26,1831.6,1827.95,1824.29,1820.63,1817.04,1813.39,1809.74,1806.1,1802.45
"Vermont","Total Land Converted to Forest Land",1.45,1.45,1.45,1.45,1.43,1.43,1.43,1.43,1.43,1.43,1.42,1.42,1.42,1.42,1.42,1.42,1.4,1.4,1.4,1.4,1.4,1.4,1.39,1.39,1.39,1.39,1.39,1.39,1.33,1.33,1.33,1.33,1.33
"Vermont","CF",0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.48,0.48,0.48,0.48,0.48
"Vermont","GF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vermont","OF",0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
"Vermont","SF",0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.54,0.54,0.54,0.54,0.54,0.54,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.56,0.56,0.56,0.56,0.56
"Vermont","WF",0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.28,0.28,0.28,0.28,0.28
"Vermont","Total Forest Land Converted to Land",4.33,4.33,4.33,4.33,4.53,4.53,4.53,4.53,4.53,4.53,4.73,4.73,4.73,4.73,4.73,4.73,4.94,4.94,4.94,4.94,4.94,4.94,5.04,5.04,5.04,5.04,5.04,5.04,4.98,4.98,4.98,4.98,4.98
"Vermont","FC",1.99,1.99,1.99,1.99,2.03,2.03,2.03,2.03,2.03,2.03,2.08,2.08,2.08,2.08,2.08,2.08,2.12,2.12,2.12,2.12,2.12,2.12,2.16,2.16,2.16,2.16,2.16,2.16,2.14,2.14,2.14,2.14,2.14
"Vermont","FG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vermont","FO",0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
"Vermont","FS",1.76,1.76,1.76,1.76,1.86,1.86,1.86,1.86,1.86,1.86,1.98,1.98,1.98,1.98,1.98,1.98,2.12,2.12,2.12,2.12,2.12,2.12,2.27,2.27,2.27,2.27,2.27,2.27,2.24,2.24,2.24,2.24,2.24
"Vermont","FW",0.52,0.52,0.52,0.52,0.57,0.57,0.57,0.57,0.57,0.57,0.62,0.62,0.62,0.62,0.62,0.62,0.63,0.63,0.63,0.63,0.63,0.63,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"Virginia","Total Forest Land",6563.8,6562.01,6560.22,6557.73,6555.24,6552.75,6550.26,6547.77,6545.39,6543.01,6540.63,6538.25,6535.87,6533.5,6530.26,6527.02,6523.78,6520.54,6517.3,6513.65,6510,6506.35,6502.7,6499.05,6495.45,6491.86,6488.26,6484.66,6481.07,6477.47,6473.89,6470.31,6466.73
"Virginia","FF",6545.12,6543.33,6541.54,6535.37,6532.88,6530.39,6527.9,6525.41,6526.81,6524.43,6522.05,6519.68,6517.3,6514.92,6508.03,6504.79,6501.55,6498.31,6495.07,6491.5,6487.85,6484.2,6480.55,6476.9,6477.07,6473.48,6469.88,6466.29,6462.69,6459.09,6451.22,6447.64,6444.06
"Virginia","Total Land Converted to Forest Land",18.68,18.68,18.68,22.36,22.36,22.36,22.36,22.36,18.58,18.58,18.58,18.58,18.58,18.58,22.22,22.22,22.22,22.22,22.22,22.15,22.15,22.15,22.15,22.15,18.38,18.38,18.38,18.38,18.38,18.38,22.68,22.68,22.68
"Virginia","CF",9.75,9.75,9.75,11.67,11.67,11.67,11.67,11.67,9.7,9.7,9.7,9.7,9.7,9.7,11.6,11.6,11.6,11.6,11.6,11.56,11.56,11.56,11.56,11.56,9.6,9.6,9.6,9.6,9.6,9.6,11.36,11.36,11.36
"Virginia","GF",0.29,0.29,0.29,0.35,0.35,0.35,0.35,0.35,0.29,0.29,0.29,0.29,0.29,0.29,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.29,0.29,0.29,0.29,0.29,0.29,0.27,0.27,0.27
"Virginia","OF",1.08,1.08,1.08,1.3,1.3,1.3,1.3,1.3,1.08,1.08,1.08,1.08,1.08,1.08,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.07,1.07,1.07,1.07,1.07,1.07,2.23,2.23,2.23
"Virginia","SF",6.94,6.94,6.94,8.31,8.31,8.31,8.31,8.31,6.9,6.9,6.9,6.9,6.9,6.9,8.26,8.26,8.26,8.26,8.26,8.23,8.23,8.23,8.23,8.23,6.83,6.83,6.83,6.83,6.83,6.83,8.51,8.51,8.51
"Virginia","WF",0.61,0.61,0.61,0.73,0.73,0.73,0.73,0.73,0.6,0.6,0.6,0.6,0.6,0.6,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.6,0.6,0.6,0.6,0.6,0.6,0.31,0.31,0.31
"Virginia","Total Forest Land Converted to Land",20.47,20.47,20.47,24.85,24.85,24.85,24.85,24.85,20.96,20.96,20.96,20.96,20.96,20.96,25.46,25.46,25.46,25.46,25.46,25.8,25.8,25.8,25.8,25.8,21.97,21.97,21.97,21.97,21.97,21.97,26.26,26.26,26.26
"Virginia","FC",8.91,8.91,8.91,10.63,10.63,10.63,10.63,10.63,8.8,8.8,8.8,8.8,8.8,8.8,10.48,10.48,10.48,10.48,10.48,10.39,10.39,10.39,10.39,10.39,8.58,8.58,8.58,8.58,8.58,8.58,10.25,10.25,10.25
"Virginia","FG",1.05,1.05,1.05,1.25,1.25,1.25,1.25,1.25,1.03,1.03,1.03,1.03,1.03,1.03,1.19,1.19,1.19,1.19,1.19,1.08,1.08,1.08,1.08,1.08,0.71,0.71,0.71,0.71,0.71,0.71,0.85,0.85,0.85
"Virginia","FO",0.33,0.33,0.33,0.39,0.39,0.39,0.39,0.39,0.31,0.31,0.31,0.31,0.31,0.31,0.36,0.36,0.36,0.36,0.36,0.39,0.39,0.39,0.39,0.39,0.85,0.85,0.85,0.85,0.85,0.85,1.02,1.02,1.02
"Virginia","FS",9.83,9.83,9.83,12.13,12.13,12.13,12.13,12.13,10.43,10.43,10.43,10.43,10.43,10.43,12.94,12.94,12.94,12.94,12.94,13.41,13.41,13.41,13.41,13.41,11.61,11.61,11.61,11.61,11.61,11.61,13.87,13.87,13.87
"Virginia","FW",0.34,0.34,0.34,0.44,0.44,0.44,0.44,0.44,0.39,0.39,0.39,0.39,0.39,0.39,0.5,0.5,0.5,0.5,0.5,0.52,0.52,0.52,0.52,0.52,0.22,0.22,0.22,0.22,0.22,0.22,0.27,0.27,0.27
"Washington","Total Forest Land",9046.84,9047.29,9047.75,9048.2,9048.66,9049.11,9049.56,9049.16,9048.75,9048.34,9047.93,9047.52,9047.12,9046.71,9046.3,9045.89,9045.48,9042.52,9039.55,9036.58,9033.61,9030.64,9027.67,9024.7,9021.74,9018.77,9015.36,9011.95,9008.54,9005.14,9001.73,8998.32,8994.91
"Washington","FF",9031.72,9032.17,9032.63,9033.08,9033.54,9033.99,9034.44,9034.05,9033.64,9033.24,9032.83,9032.42,9032.01,9031.6,9031.2,9030.79,9030.38,9025.79,9022.82,9019.85,9016.89,9013.92,9010.95,9007.98,9005.01,9002.04,9001.1,8997.7,8994.29,8990.88,8987.47,8984.06,8980.66
"Washington","Total Land Converted to Forest Land",15.12,15.12,15.12,15.12,15.12,15.12,15.12,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,14.26,14.26,14.26,14.26,14.26,14.26,14.26
"Washington","CF",1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1,1,1,1,1,1,1
"Washington","GF",4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,3.95,3.95,3.95,3.95,3.95,3.95,3.95
"Washington","OF",4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,3.92,3.92,3.92,3.92,3.92,3.92,3.92
"Washington","SF",5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.38,5.38,5.38,5.38,5.38,5.38,5.38
"Washington","WF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Washington","Total Forest Land Converted to Land",14.67,14.67,14.67,14.67,14.67,14.67,14.67,15.51,15.51,15.51,15.51,15.51,15.51,15.51,15.51,15.51,15.51,19.69,19.69,19.69,19.69,19.69,19.69,19.69,19.69,19.69,17.66,17.66,17.66,17.66,17.66,17.66,17.66
"Washington","FC",1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.14,1.14,1.14,1.14,1.14,1.14,1.14
"Washington","FG",4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,5.66,5.66,5.66,5.66,5.66,5.66,5.66
"Washington","FO",5.05,5.05,5.05,5.05,5.05,5.05,5.05,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,4.55,4.55,4.55,4.55,4.55,4.55,4.55
"Washington","FS",4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,4.89,4.89,4.89,4.89,4.89,4.89,4.89
"Washington","FW",0,0,0,0,0,0,0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.42,1.42,1.42,1.42,1.42,1.42,1.42
"West Virginia","Total Forest Land",5028.74,5023.93,5019.12,5014.31,5009.5,5003.31,4997.13,4990.94,4984.75,4978.56,4973.03,4967.5,4961.97,4956.44,4950.92,4945.39,4939.46,4933.54,4927.62,4921.69,4915.77,4909.84,4902.37,4894.89,4887.41,4879.94,4872.46,4866.55,4860.64,4854.74,4848.83,4842.92,4837.01
"West Virginia","FF",5022.08,5017.26,5012.45,5007.64,5002.83,4995.37,4989.18,4982.99,4976.8,4970.61,4966.46,4960.93,4955.4,4949.87,4944.35,4938.82,4932.95,4927.02,4921.1,4915.18,4909.25,4903.33,4894.62,4887.14,4879.66,4872.19,4864.71,4859.88,4853.97,4848.07,4842.16,4836.25,4830.34
"West Virginia","Total Land Converted to Forest Land",6.67,6.67,6.67,6.67,6.67,7.95,7.95,7.95,7.95,7.95,6.57,6.57,6.57,6.57,6.57,6.57,6.52,6.52,6.52,6.52,6.52,6.52,7.75,7.75,7.75,7.75,7.75,6.67,6.67,6.67,6.67,6.67,6.67
"West Virginia","CF",2.74,2.74,2.74,2.74,2.74,3.27,3.27,3.27,3.27,3.27,2.7,2.7,2.7,2.7,2.7,2.7,2.68,2.68,2.68,2.68,2.68,2.68,3.19,3.19,3.19,3.19,3.19,2.79,2.79,2.79,2.79,2.79,2.79
"West Virginia","GF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"West Virginia","OF",0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03
"West Virginia","SF",3.9,3.9,3.9,3.9,3.9,4.64,4.64,4.64,4.64,4.64,3.84,3.84,3.84,3.84,3.84,3.84,3.81,3.81,3.81,3.81,3.81,3.81,4.53,4.53,4.53,4.53,4.53,3.85,3.85,3.85,3.85,3.85,3.85
"West Virginia","WF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"West Virginia","Total Forest Land Converted to Land",11.48,11.48,11.48,11.48,11.48,14.13,14.13,14.13,14.13,14.13,12.1,12.1,12.1,12.1,12.1,12.1,12.44,12.44,12.44,12.44,12.44,12.44,15.23,15.23,15.23,15.23,15.23,12.58,12.58,12.58,12.58,12.58,12.58
"West Virginia","FC",4.66,4.66,4.66,4.66,4.66,5.82,5.82,5.82,5.82,5.82,5.07,5.07,5.07,5.07,5.07,5.07,5.32,5.32,5.32,5.32,5.32,5.32,6.71,6.71,6.71,6.71,6.71,5.54,5.54,5.54,5.54,5.54,5.54
"West Virginia","FG",0.24,0.24,0.24,0.24,0.24,0.31,0.31,0.31,0.31,0.31,0.27,0.27,0.27,0.27,0.27,0.27,0.28,0.28,0.28,0.28,0.28,0.28,0.19,0.19,0.19,0.19,0.19,0.16,0.16,0.16,0.16,0.16,0.16
"West Virginia","FO",0.12,0.12,0.12,0.12,0.12,0.15,0.15,0.15,0.15,0.15,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,0.07,0.07
"West Virginia","FS",6.46,6.46,6.46,6.46,6.46,7.86,7.86,7.86,7.86,7.86,6.64,6.64,6.64,6.64,6.64,6.64,6.73,6.73,6.73,6.73,6.73,6.73,8.24,8.24,8.24,8.24,8.24,6.81,6.81,6.81,6.81,6.81,6.81
"West Virginia","FW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wisconsin","Total Forest Land",6968.28,6964.28,6960.29,6956.29,6952.02,6947.75,6943.48,6939.22,6934.95,6930.68,6926.08,6921.48,6916.88,6912.28,6907.68,6903.08,6897.97,6892.86,6887.74,6882.63,6877.52,6872.4,6865.72,6859.05,6852.37,6845.7,6839.02,6832.34,6826.45,6820.55,6814.66,6808.76,6802.86
"Wisconsin","FF",6949.49,6945.49,6941.49,6937.49,6933.3,6929.03,6924.76,6920.49,6916.23,6911.96,6907.43,6902.83,6898.23,6893.63,6889.04,6884.44,6879.4,6874.29,6869.18,6864.06,6858.95,6853.84,6847.27,6840.59,6833.91,6827.24,6820.56,6813.89,6807.36,6801.46,6795.56,6789.67,6783.77
"Wisconsin","Total Land Converted to Forest Land",18.79,18.79,18.79,18.79,18.72,18.72,18.72,18.72,18.72,18.72,18.65,18.65,18.65,18.65,18.65,18.65,18.57,18.57,18.57,18.57,18.57,18.57,18.46,18.46,18.46,18.46,18.46,18.46,19.09,19.09,19.09,19.09,19.09
"Wisconsin","CF",12.16,12.16,12.16,12.16,12.11,12.11,12.11,12.11,12.11,12.11,12.06,12.06,12.06,12.06,12.06,12.06,12.01,12.01,12.01,12.01,12.01,12.01,11.94,11.94,11.94,11.94,11.94,11.94,11.87,11.87,11.87,11.87,11.87
"Wisconsin","GF",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.15
"Wisconsin","OF",1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.03,1.03,1.03,1.03,1.03,1.03,1.02,1.02,1.02,1.02,1.02,1.02,1.42,1.42,1.42,1.42,1.42
"Wisconsin","SF",2.71,2.71,2.71,2.71,2.7,2.7,2.7,2.7,2.7,2.7,2.69,2.69,2.69,2.69,2.69,2.69,2.68,2.68,2.68,2.68,2.68,2.68,2.66,2.66,2.66,2.66,2.66,2.66,2.74,2.74,2.74,2.74,2.74
"Wisconsin","WF",2.79,2.79,2.79,2.79,2.78,2.78,2.78,2.78,2.78,2.78,2.77,2.77,2.77,2.77,2.77,2.77,2.75,2.75,2.75,2.75,2.75,2.75,2.74,2.74,2.74,2.74,2.74,2.74,2.91,2.91,2.91,2.91,2.91
"Wisconsin","Total Forest Land Converted to Land",22.79,22.79,22.79,22.79,22.99,22.99,22.99,22.99,22.99,22.99,23.25,23.25,23.25,23.25,23.25,23.25,23.68,23.68,23.68,23.68,23.68,23.68,25.13,25.13,25.13,25.13,25.13,25.13,24.99,24.99,24.99,24.99,24.99
"Wisconsin","FC",8.35,8.35,8.35,8.35,8.34,8.34,8.34,8.34,8.34,8.34,8.33,8.33,8.33,8.33,8.33,8.33,8.3,8.3,8.3,8.3,8.3,8.3,8.26,8.26,8.26,8.26,8.26,8.26,8.21,8.21,8.21,8.21,8.21
"Wisconsin","FG",0.55,0.55,0.55,0.55,0.56,0.56,0.56,0.56,0.56,0.56,0.58,0.58,0.58,0.58,0.58,0.58,0.67,0.67,0.67,0.67,0.67,0.67,1.09,1.09,1.09,1.09,1.09,1.09,1.08,1.08,1.08,1.08,1.08
"Wisconsin","FO",3.11,3.11,3.11,3.11,2.9,2.9,2.9,2.9,2.9,2.9,2.59,2.59,2.59,2.59,2.59,2.59,2.2,2.2,2.2,2.2,2.2,2.2,2.71,2.71,2.71,2.71,2.71,2.71,2.69,2.69,2.69,2.69,2.69
"Wisconsin","FS",6.01,6.01,6.01,6.01,6.15,6.15,6.15,6.15,6.15,6.15,6.3,6.3,6.3,6.3,6.3,6.3,6.47,6.47,6.47,6.47,6.47,6.47,6.67,6.67,6.67,6.67,6.67,6.67,6.63,6.63,6.63,6.63,6.63
"Wisconsin","FW",4.77,4.77,4.77,4.77,5.04,5.04,5.04,5.04,5.04,5.04,5.45,5.45,5.45,5.45,5.45,5.45,6.03,6.03,6.03,6.03,6.03,6.03,6.41,6.41,6.41,6.41,6.41,6.41,6.37,6.37,6.37,6.37,6.37
"Wyoming","Total Forest Land",4436.14,4436.14,4436.14,4436.14,4436.14,4436.14,4436.14,4436.14,4436.14,4436.14,4436.14,4436.14,3996.46,3996.46,3996.46,3996.46,3996.46,3996.46,3996.46,3996.46,3996.46,3996.46,3996.46,3996.46,4040.84,4035.87,4038.21,4028.78,4028.78,4028.78,4028.78,4028.78,4028.78
